,ligand_name,sequence_id,label
0,38,92,1
1,38,93,1
2,38,94,1
3,38,95,1
4,38,96,1
5,38,97,1
6,38,98,1
7,38,99,1
8,38,100,1
9,38,101,1
10,38,102,1
11,38,103,1
12,38,104,1
13,38,105,1
14,38,106,1
15,38,107,1
16,22,544,1
17,22,545,1
18,22,546,1
19,22,547,1
20,22,550,1
21,22,555,1
22,22,566,1
23,22,578,1
24,22,585,1
25,22,587,1
26,22,591,1
27,22,596,1
28,69,609,1
29,22,611,1
30,22,612,1
31,22,621,1
32,22,628,1
33,22,629,1
34,22,630,1
35,69,639,1
36,69,645,1
37,22,652,1
38,22,656,1
39,22,649,1
40,22,659,1
41,22,662,1
42,22,663,1
43,22,669,1
44,22,670,1
45,22,677,1
46,22,679,1
47,69,685,1
48,22,686,1
49,22,692,1
50,22,698,1
51,22,712,1
52,22,714,1
53,22,715,1
54,22,716,1
55,22,719,1
56,22,690,1
57,22,727,1
58,22,743,1
59,22,744,1
60,22,600,1
61,22,745,1
62,22,753,1
63,22,757,1
64,22,759,1
65,69,735,1
66,22,707,1
67,22,764,1
68,22,766,1
69,22,770,1
70,22,774,1
71,22,786,1
72,22,799,1
73,22,811,1
74,22,815,1
75,22,817,1
76,22,819,1
77,22,820,1
78,22,827,1
79,22,831,1
80,22,832,1
81,22,833,1
82,22,836,1
83,22,718,1
84,22,844,1
85,69,853,1
86,22,862,1
87,22,873,1
88,69,876,1
89,22,880,1
90,22,881,1
91,22,890,1
92,22,896,1
93,69,905,1
94,22,887,1
95,22,907,1
96,22,910,1
97,22,917,1
98,22,944,1
99,22,954,1
100,22,956,1
101,22,957,1
102,22,963,1
103,22,965,1
104,22,968,1
105,22,973,1
106,22,983,1
107,22,986,1
108,22,987,1
109,22,991,1
110,22,994,1
111,22,1011,1
112,22,1013,1
113,22,1017,1
114,22,23074,1
115,22,1023,1
116,22,1024,1
117,22,816,1
118,22,1058,1
119,22,1061,1
120,22,1063,1
121,22,653,1
122,22,1072,1
123,22,1077,1
124,22,1104,1
125,69,543,1
126,22,1128,1
127,22,1130,1
128,69,693,1
129,69,1133,1
130,22,1140,1
131,22,1143,1
132,22,1146,1
133,22,1149,1
134,22,595,1
135,22,1154,1
136,69,1160,1
137,22,1161,1
138,69,1183,1
139,22,1189,1
140,69,592,1
141,22,1203,1
142,22,1205,1
143,22,1211,1
144,22,1213,1
145,22,4178,1
146,22,1223,1
147,22,1245,1
148,22,1255,1
149,69,1268,1
150,69,1273,1
151,22,1163,1
152,22,1279,1
153,22,1286,1
154,22,1316,1
155,69,1178,1
156,22,1332,1
157,69,1333,1
158,69,1342,1
159,22,1135,1
160,22,1346,1
161,69,1357,1
162,69,1367,1
163,22,1386,1
164,69,1383,1
165,69,1410,1
166,22,1412,1
167,69,1446,1
168,69,1448,1
169,22,13181,1
170,69,1470,1
171,22,1474,1
172,22,1428,1
173,22,1495,1
174,22,1497,1
175,69,1505,1
176,22,1506,1
177,22,1516,1
178,69,1156,1
179,22,1562,1
180,22,1563,1
181,69,1572,1
182,69,1574,1
183,22,1577,1
184,22,1578,1
185,69,1579,1
186,22,1589,1
187,22,1595,1
188,22,1600,1
189,22,1601,1
190,22,1614,1
191,69,1629,1
192,22,1636,1
193,22,1643,1
194,22,1646,1
195,22,1660,1
196,69,1678,1
197,22,1682,1
198,69,1292,1
199,22,1711,1
200,22,1747,1
201,22,1769,1
202,22,1811,1
203,22,1815,1
204,22,1895,1
205,22,1929,1
206,22,1933,1
207,22,1952,1
208,22,1985,1
209,22,1987,1
210,22,2029,1
211,22,2061,1
212,22,2062,1
213,22,2078,1
214,22,2086,1
215,22,2103,1
216,22,2108,1
217,22,2140,1
218,22,2142,1
219,22,2133,1
220,22,2150,1
221,22,2180,1
222,22,2181,1
223,22,2182,1
224,22,2197,1
225,22,2199,1
226,22,2205,1
227,22,2206,1
228,22,2225,1
229,22,2231,1
230,22,2240,1
231,22,2252,1
232,22,2253,1
233,22,1814,1
234,22,2254,1
235,22,2258,1
236,22,2268,1
237,22,2272,1
238,22,2274,1
239,22,2278,1
240,22,2279,1
241,22,2284,1
242,22,2287,1
243,22,2288,1
244,22,2324,1
245,22,2344,1
246,22,2358,1
247,22,2362,1
248,22,2019,1
249,22,2377,1
250,22,2388,1
251,22,2395,1
252,22,2403,1
253,22,2405,1
254,22,2407,1
255,22,2411,1
256,22,1965,1
257,22,2421,1
258,22,2422,1
259,22,2428,1
260,22,2434,1
261,22,2439,1
262,22,1904,1
263,22,2009,1
264,22,2443,1
265,22,1927,1
266,22,2446,1
267,22,2448,1
268,22,2452,1
269,22,2455,1
270,22,2458,1
271,22,2132,1
272,22,2475,1
273,22,2477,1
274,22,2479,1
275,22,2480,1
276,22,2482,1
277,22,2484,1
278,22,2498,1
279,22,2501,1
280,22,2502,1
281,22,2503,1
282,22,2505,1
283,22,2507,1
284,22,2508,1
285,22,2511,1
286,22,2512,1
287,22,2513,1
288,22,2514,1
289,22,2515,1
290,22,2517,1
291,22,2518,1
292,22,2520,1
293,22,2521,1
294,22,2523,1
295,22,2525,1
296,22,2526,1
297,22,2527,1
298,22,2528,1
299,22,2529,1
300,22,2530,1
301,22,2532,1
302,22,2533,1
303,22,2534,1
304,22,2535,1
305,22,2536,1
306,22,2537,1
307,22,2539,1
308,22,2540,1
309,22,2541,1
310,22,2542,1
311,22,2543,1
312,22,2548,1
313,22,2551,1
314,22,2553,1
315,22,2554,1
316,22,2556,1
317,22,2557,1
318,22,2559,1
319,22,2561,1
320,22,2562,1
321,22,2567,1
322,22,2568,1
323,22,2575,1
324,22,2578,1
325,22,2580,1
326,22,2581,1
327,22,2583,1
328,22,2584,1
329,22,2585,1
330,22,2586,1
331,22,2587,1
332,22,2588,1
333,22,2590,1
334,22,2593,1
335,22,2596,1
336,22,2597,1
337,22,2598,1
338,22,2599,1
339,22,2600,1
340,22,2604,1
341,22,2606,1
342,22,2607,1
343,22,2608,1
344,22,2611,1
345,22,2613,1
346,22,2616,1
347,22,2617,1
348,22,2618,1
349,22,2619,1
350,22,2622,1
351,22,2624,1
352,22,2625,1
353,22,2627,1
354,22,2628,1
355,22,2629,1
356,22,18342,1
357,22,2631,1
358,22,2633,1
359,22,2634,1
360,22,2635,1
361,22,2636,1
362,22,2637,1
363,22,2639,1
364,22,2640,1
365,22,2641,1
366,22,2643,1
367,22,2644,1
368,22,2646,1
369,22,2648,1
370,22,2651,1
371,22,2652,1
372,22,2653,1
373,22,2655,1
374,22,2661,1
375,22,2662,1
376,22,2663,1
377,22,2667,1
378,22,2670,1
379,22,2673,1
380,22,2683,1
381,51,3004,1
382,51,3005,1
383,51,3006,1
384,51,3007,1
385,51,3008,1
386,51,3009,1
387,51,3010,1
388,51,3011,1
389,51,3012,1
390,51,3013,1
391,51,4482,1
392,51,3015,1
393,51,3016,1
394,51,3017,1
395,51,3018,1
396,51,3019,1
397,51,3020,1
398,51,3021,1
399,51,3022,1
400,38,3106,1
401,38,3107,1
402,38,3108,1
403,38,3109,1
404,38,3110,1
405,38,3111,1
406,38,3112,1
407,38,3113,1
408,38,3114,1
409,22,3162,1
410,22,3166,1
411,22,3168,1
412,22,3190,1
413,69,3195,1
414,22,3196,1
415,69,3199,1
416,69,3236,1
417,69,3241,1
418,22,3247,1
419,69,3253,1
420,22,3255,1
421,22,3258,1
422,69,3269,1
423,22,3295,1
424,69,3302,1
425,22,3324,1
426,69,3326,1
427,69,3328,1
428,22,3348,1
429,113,3357,1
430,113,3358,1
431,113,3359,1
432,113,3360,1
433,113,3361,1
434,113,3362,1
435,113,3363,1
436,113,3364,1
437,113,3365,1
438,113,3366,1
439,113,3367,1
440,113,3368,1
441,113,3369,1
442,113,3370,1
443,113,3371,1
444,113,3372,1
445,113,3373,1
