,ligand_name,sequence_id,label
0,0,0,1
1,0,1,1
2,0,2,1
3,0,3,1
4,0,4,1
5,0,5,1
6,0,6,1
7,0,7,1
8,0,8,1
9,0,9,1
10,0,10,1
11,0,11,1
12,0,12,1
13,0,13,1
14,0,14,1
15,0,15,1
16,0,16,1
17,0,17,1
18,0,18,1
19,0,19,1
20,0,20,1
21,0,21,1
22,0,22,1
23,0,23,1
24,0,24,1
25,0,25,1
26,0,26,1
27,0,27,1
28,0,28,1
29,0,29,1
30,0,30,1
31,1,31,1
32,1,32,1
33,1,33,1
34,1,34,1
35,1,35,1
36,1,36,1
37,1,37,1
38,1,38,1
39,1,39,1
40,1,40,1
41,1,41,1
42,1,42,1
43,1,43,1
44,1,44,1
45,1,45,1
46,1,46,1
47,1,47,1
48,1,48,1
49,1,49,1
50,1,50,1
51,1,51,1
52,1,52,1
53,1,53,1
54,1,54,1
55,1,55,1
56,1,56,1
57,1,57,1
58,1,58,1
59,1,59,1
60,1,60,1
61,1,61,1
62,1,62,1
63,1,63,1
64,1,64,1
65,1,65,1
66,1,66,1
67,1,67,1
68,1,68,1
69,1,69,1
70,1,70,1
71,1,71,1
72,1,72,1
73,1,73,1
74,1,74,1
75,1,75,1
76,1,76,1
77,2,77,1
78,2,78,1
79,2,79,1
80,2,80,1
81,2,81,1
82,2,82,1
83,2,83,1
84,2,84,1
85,2,85,1
86,2,86,1
87,2,87,1
88,2,88,1
89,2,89,1
90,2,90,1
91,2,91,1
92,2,92,1
93,2,93,1
94,2,94,1
95,2,95,1
96,2,96,1
97,2,97,1
98,2,98,1
99,2,99,1
100,2,100,1
101,2,101,1
102,2,102,1
103,2,103,1
104,2,104,1
105,2,105,1
106,2,106,1
107,2,107,1
108,3,108,1
109,3,109,1
110,3,110,1
111,4,111,1
112,4,112,1
113,4,113,1
114,4,114,1
115,4,115,1
116,5,116,1
117,5,117,1
118,11,234,1
119,11,235,1
120,11,236,1
121,11,237,1
122,11,238,1
123,11,239,1
124,11,240,1
125,11,241,1
126,11,242,1
127,11,243,1
128,11,244,1
129,11,245,1
130,11,246,1
131,11,247,1
132,11,248,1
133,11,249,1
134,11,250,1
135,11,251,1
136,11,252,1
137,11,253,1
138,11,254,1
139,11,255,1
140,11,256,1
141,11,257,1
142,11,258,1
143,11,259,1
144,11,260,1
145,11,261,1
146,11,262,1
147,11,263,1
148,11,264,1
149,11,265,1
150,11,266,1
151,11,267,1
152,11,268,1
153,11,269,1
154,11,270,1
155,11,271,1
156,11,272,1
157,11,273,1
158,11,274,1
159,11,275,1
160,11,276,1
161,12,277,1
162,12,278,1
163,12,279,1
164,12,280,1
165,12,281,1
166,12,282,1
167,12,283,1
168,12,284,1
169,12,285,1
170,12,286,1
171,12,287,1
172,12,288,1
173,12,289,1
174,12,290,1
175,12,291,1
176,12,292,1
177,12,293,1
178,12,294,1
179,12,295,1
180,12,296,1
181,12,297,1
182,12,298,1
183,12,299,1
184,12,300,1
185,12,301,1
186,12,302,1
187,12,303,1
188,12,304,1
189,12,305,1
190,12,306,1
191,12,307,1
192,12,308,1
193,12,309,1
194,12,310,1
195,12,311,1
196,12,312,1
197,13,313,1
198,13,314,1
199,13,315,1
200,13,316,1
201,13,317,1
202,13,318,1
203,13,319,1
204,13,320,1
205,13,321,1
206,13,322,1
207,13,323,1
208,13,324,1
209,13,325,1
210,13,326,1
211,13,327,1
