,ligand_name,sequence_id,label
0,120,496,1
1,120,497,1
2,120,498,1
3,120,499,1
4,120,500,1
5,120,501,1
6,120,502,1
7,120,503,1
8,120,504,1
9,120,505,1
10,120,506,1
11,120,507,1
12,120,508,1
13,120,509,1
14,120,510,1
15,120,511,1
16,120,512,1
17,120,513,1
18,120,514,1
19,120,515,1
20,120,516,1
21,120,517,1
22,120,518,1
23,120,519,1
24,120,1054,1
25,120,521,1
26,120,522,1
27,120,523,1
28,120,524,1
29,120,525,1
30,84,648,1
31,84,879,1
32,84,913,1
33,84,1343,1
34,84,1566,1
35,84,1788,1
36,84,2081,1
37,94,2735,1
38,94,2736,1
39,84,2738,1
40,84,2739,1
41,84,2740,1
42,84,2741,1
43,84,2742,1
44,84,2743,1
45,84,2744,1
46,84,2745,1
47,84,2746,1
48,84,2747,1
49,84,2748,1
50,84,2749,1
51,84,2750,1
52,84,2751,1
53,84,2752,1
54,84,2753,1
55,84,2754,1
56,84,2755,1
57,84,17980,1
58,84,3147,1
59,84,3150,1
60,84,3151,1
61,84,3156,1
62,84,3157,1
63,84,3158,1
64,84,3160,1
65,84,3161,1
66,84,3205,1
67,84,3206,1
68,84,3208,1
69,84,3211,1
70,84,3212,1
71,84,3220,1
72,84,3221,1
73,84,3223,1
74,84,3224,1
75,84,3225,1
76,84,3229,1
77,84,3230,1
78,84,3231,1
79,84,3232,1
80,84,3233,1
81,84,3234,1
82,84,3353,1
83,84,4574,1
84,94,5558,1
85,94,5559,1
86,94,5560,1
87,94,5561,1
88,94,5562,1
89,114,5575,1
90,114,5707,1
91,114,5734,1
92,114,5735,1
93,114,5736,1
94,114,5747,1
95,114,5758,1
96,114,6142,1
97,114,6143,1
98,114,6144,1
99,114,6145,1
100,114,6146,1
101,114,6147,1
102,114,6148,1
103,114,6149,1
104,114,6150,1
105,114,6152,1
106,114,6153,1
107,114,6156,1
108,114,6157,1
109,114,6158,1
110,114,6159,1
111,114,6160,1
112,114,6161,1
113,84,7110,1
114,84,7111,1
115,84,7112,1
116,84,7113,1
117,84,7114,1
118,84,7115,1
119,84,7116,1
120,84,7117,1
121,84,7118,1
122,84,7119,1
123,84,7120,1
124,84,7121,1
125,84,7122,1
126,84,7123,1
127,84,7124,1
128,84,7125,1
129,84,7126,1
130,84,7127,1
131,84,7128,1
132,84,7129,1
133,94,7213,1
134,94,7214,1
135,94,7215,1
136,94,7216,1
137,94,7217,1
138,94,7218,1
139,94,7219,1
140,94,7220,1
141,94,7221,1
142,94,7222,1
143,94,7223,1
144,94,7224,1
145,94,7225,1
146,94,7226,1
147,94,7227,1
148,94,7228,1
149,94,7229,1
150,94,7230,1
151,94,7231,1
152,94,7232,1
153,94,7233,1
154,94,7234,1
155,94,7235,1
156,94,7236,1
157,94,7237,1
158,84,7259,1
159,84,7260,1
160,84,7261,1
161,84,7262,1
162,84,7263,1
